Date,Region,Category,Product,Quantity,Price,Sales,Profit
2024-11-05,West,Electronics,Smartwatch,2,14332,28664,2407.49
2024-11-05,East,Groceries,Oil,9,6922,62298,16305.11
2024-11-05,East,Groceries,Oil,7,12137,84959,15517.44
2024-11-05,East,Groceries,Beverages,8,9854,78832,26391.53
2024-11-07,West,Electronics,Mobile,4,16026,64104,14649.26
2024-11-08,West,Clothing,Shirt,2,3359,6718,1831.87
2024-11-08,North,Groceries,Oil,6,17269,103614,24149.06
2024-11-09,South,Stationery,Marker,7,13937,97559,31201.69
2024-11-09,West,Electronics,Headphones,2,1829,3658,1227.07
2024-11-10,North,Stationery,Marker,6,3416,20496,1540.67
2024-11-11,North,Electronics,Laptop,9,10110,90990,20684.63
2024-11-12,North,Groceries,Oil,2,3735,7470,1666.83
2024-11-12,West,Groceries,Snacks,3,10379,31137,10588.25
2024-11-13,East,Groceries,Rice,8,2478,19824,3127.63
2024-11-13,East,Groceries,Oil,7,658,4606,1466.76
2024-11-13,North,Electronics,Smartwatch,1,18999,18999,4264.69
2024-11-13,South,Electronics,Smartwatch,9,4331,38979,9475.94
2024-11-14,North,Groceries,Rice,1,15727,15727,1295.55
2024-11-15,East,Electronics,Mobile,6,10264,61584,20715.0
2024-11-15,North,Clothing,Jacket,2,11743,23486,2078.94
2024-11-16,East,Groceries,Snacks,2,13321,26642,4836.65
2024-11-17,South,Stationery,Pen,5,11756,58780,14715.09
2024-11-17,North,Clothing,Jeans,9,4644,41796,8119.59
2024-11-18,North,Furniture,Table,6,7966,47796,4311.56
2024-11-18,South,Furniture,Bookshelf,8,11895,95160,8033.99
2024-11-19,West,Electronics,Headphones,9,19962,179658,37019.41
2024-11-19,North,Furniture,Bookshelf,9,8421,75789,24838.83
2024-11-19,South,Furniture,Chair,4,4314,17256,5044.86
2024-11-19,South,Stationery,Notebook,3,14313,42939,4289.58
2024-11-20,South,Furniture,Table,8,14604,116832,32423.52
2024-11-20,West,Furniture,Bookshelf,8,16045,128360,23900.69
2024-11-20,West,Electronics,Mobile,2,5624,11248,1861.9
2024-11-20,East,Groceries,Rice,1,7356,7356,574.92
2024-11-20,North,Groceries,Oil,5,15641,78205,20440.15
2024-11-20,East,Furniture,Chair,3,10975,32925,10202.41
2024-11-21,South,Furniture,Chair,3,18845,56535,14311.47
2024-11-21,North,Clothing,Shoes,2,795,1590,345.4
2024-11-21,West,Groceries,Snacks,5,16688,83440,5523.71
2024-11-22,South,Furniture,Chair,8,14508,116064,21513.39
2024-11-22,North,Electronics,Smartwatch,7,2682,18774,2120.93
2024-11-23,West,Furniture,Table,5,1377,6885,569.22
2024-11-23,West,Clothing,Shoes,6,5378,32268,9389.13
2024-11-23,South,Clothing,Jacket,8,19524,156192,7853.79
2024-11-23,West,Clothing,Shirt,2,8428,16856,1956.22
2024-11-25,South,Clothing,Shoes,4,4511,18044,5134.96
2024-11-26,North,Groceries,Oil,1,5890,5890,1576.68
2024-11-26,South,Electronics,Laptop,6,9490,56940,12837.03
2024-11-27,West,Clothing,Shirt,9,6097,54873,13073.59
2024-11-27,West,Furniture,Sofa,7,10133,70931,22758.13
2024-11-29,North,Furniture,Sofa,5,12397,61985,12253.4
2024-11-29,South,Groceries,Snacks,3,13931,41793,6917.38
2024-11-29,East,Electronics,Smartwatch,4,17571,70284,21484.35
2024-11-30,South,Clothing,Shoes,4,15546,62184,3803.58
2024-11-30,North,Stationery,Marker,3,15223,45669,3862.89
2024-11-30,North,Groceries,Beverages,3,14362,43086,3059.15
2024-11-30,South,Stationery,Files,2,2041,4082,743.11
2024-12-01,North,Stationery,Pen,4,4442,17768,6138.47
2024-12-01,South,Clothing,Jacket,4,700,2800,711.71
2024-12-01,South,Electronics,Mobile,4,17862,71448,9329.24
2024-12-01,East,Stationery,Files,9,9106,81954,13442.29
2024-12-03,East,Groceries,Beverages,8,1492,11936,1998.82
2024-12-03,East,Furniture,Table,9,5899,53091,6433.29
2024-12-03,South,Electronics,Headphones,2,9183,18366,3627.97
2024-12-04,North,Clothing,Shirt,8,13579,108632,18081.77
2024-12-04,East,Stationery,Notebook,5,2621,13105,3160.53
2024-12-05,West,Groceries,Rice,8,3948,31584,4038.74
2024-12-06,West,Stationery,Notebook,6,18384,110304,32540.19
2024-12-07,East,Groceries,Rice,7,4512,31584,7187.46
2024-12-07,North,Stationery,Marker,6,4463,26778,3353.12
2024-12-07,North,Stationery,Files,6,8173,49038,17062.59
2024-12-08,West,Stationery,Marker,7,13743,96201,32047.77
2024-12-08,North,Stationery,Marker,9,1743,15687,1524.96
2024-12-08,East,Furniture,Bookshelf,5,606,3030,543.15
2024-12-09,East,Groceries,Beverages,5,12460,62300,4786.09
2024-12-09,North,Furniture,Table,8,6377,51016,11162.34
2024-12-09,East,Electronics,Laptop,1,5006,5006,1096.47
2024-12-09,East,Stationery,Notebook,1,16560,16560,5145.8
2024-12-10,West,Stationery,Pen,6,16306,97836,33107.17
2024-12-10,West,Stationery,Files,5,6512,32560,8753.92
2024-12-11,West,Groceries,Oil,5,322,1610,130.02
2024-12-11,North,Electronics,Smartwatch,9,5353,48177,15054.44
2024-12-13,North,Electronics,Smartwatch,7,7069,49483,3407.26
2024-12-13,North,Groceries,Oil,8,13206,105648,6824.58
2024-12-13,East,Furniture,Bookshelf,3,15457,46371,5422.02
2024-12-14,North,Clothing,Shirt,3,15724,47172,13886.14
2024-12-14,North,Stationery,Files,5,15633,78165,25888.72
2024-12-14,North,Clothing,Jacket,7,12563,87941,22228.65
2024-12-15,West,Clothing,Jacket,1,13768,13768,1037.49
2024-12-15,West,Clothing,Jacket,4,6999,27996,9595.79
2024-12-16,West,Furniture,Sofa,6,5362,32172,7497.8
2024-12-16,South,Clothing,Jacket,7,2199,15393,2114.82
2024-12-17,East,Furniture,Table,1,17830,17830,5077.01
2024-12-18,West,Groceries,Oil,1,19539,19539,1046.69
2024-12-18,North,Groceries,Snacks,8,10306,82448,12620.16
2024-12-19,North,Clothing,Jeans,6,19430,116580,27374.33
2024-12-20,North,Clothing,Shoes,5,10976,54880,3885.42
2024-12-21,South,Furniture,Bookshelf,7,5305,37135,11987.81
2024-12-21,North,Electronics,Smartwatch,4,7897,31588,7087.04
2024-12-21,West,Electronics,Headphones,2,17356,34712,4449.73
2024-12-22,North,Stationery,Pen,9,7646,68814,20301.3
2024-12-23,West,Electronics,Headphones,8,13116,104928,26389.19
2024-12-23,East,Groceries,Beverages,2,13073,26146,5405.66
2024-12-23,South,Stationery,Marker,2,15752,31504,9496.4
2024-12-24,West,Furniture,Sofa,6,4096,24576,8360.72
2024-12-24,West,Electronics,Mobile,8,4111,32888,8689.87
2024-12-24,South,Furniture,Table,1,19824,19824,2735.8
2024-12-24,South,Electronics,Mobile,4,8833,35332,11312.31
2024-12-25,West,Clothing,Jeans,8,13604,108832,13032.83
2024-12-25,South,Electronics,Laptop,2,12024,24048,3045.06
2024-12-26,South,Clothing,Shoes,1,11385,11385,1600.45
2024-12-26,South,Electronics,Smartwatch,6,10116,60696,6393.65
2024-12-26,North,Stationery,Pen,1,3499,3499,888.72
2024-12-28,West,Stationery,Pen,2,18069,36138,1975.62
2024-12-28,East,Clothing,Jeans,2,18893,37786,10461.59
2024-12-28,South,Groceries,Rice,6,7082,42492,7187.49
2024-12-29,North,Clothing,Jeans,7,917,6419,1304.14
2024-12-29,South,Furniture,Table,4,7824,31296,1644.15
2024-12-30,South,Clothing,Shoes,3,14949,44847,2490.28
2024-12-30,North,Groceries,Beverages,5,10872,54360,14958.76
2024-12-30,East,Furniture,Table,6,3083,18498,4412.71
2024-12-30,West,Stationery,Notebook,5,10232,51160,7965.14
2024-12-30,West,Stationery,Notebook,4,5544,22176,2700.54
2024-12-31,South,Furniture,Sofa,9,18849,169641,10351.42
2024-12-31,South,Furniture,Sofa,8,1998,15984,4445.47
2024-12-31,West,Stationery,Marker,2,14831,29662,4640.86
2024-12-31,North,Electronics,Mobile,3,10924,32772,2996.59
2025-01-01,West,Furniture,Bookshelf,8,14156,113248,20617.26
2025-01-02,East,Stationery,Notebook,1,19523,19523,5224.58
2025-01-03,North,Furniture,Bookshelf,3,13743,41229,8799.57
2025-01-04,South,Clothing,Jeans,3,18363,55089,15122.77
2025-01-04,East,Clothing,Shirt,5,16960,84800,14391.59
2025-01-04,West,Groceries,Oil,9,19533,175797,11640.27
2025-01-05,North,Furniture,Chair,8,7019,56152,14920.36
2025-01-05,South,Clothing,Shirt,9,14839,133551,30442.52
2025-01-05,South,Clothing,Shoes,5,2217,11085,2638.78
2025-01-05,South,Furniture,Sofa,1,16967,16967,3644.56
2025-01-05,South,Furniture,Table,1,11685,11685,2546.07
2025-01-05,West,Clothing,Jeans,5,1513,7565,2647.41
2025-01-07,North,Clothing,Shoes,5,18911,94555,14109.98
2025-01-07,North,Stationery,Marker,9,453,4077,250.77
2025-01-07,East,Groceries,Oil,3,16689,50067,11670.62
2025-01-07,West,Groceries,Beverages,6,13975,83850,4258.71
2025-01-08,West,Groceries,Beverages,8,8672,69376,22133.48
2025-01-08,West,Furniture,Chair,8,17296,138368,17129.95
2025-01-08,West,Electronics,Mobile,1,4358,4358,731.69
2025-01-08,East,Clothing,Shoes,7,2666,18662,2753.39
2025-01-08,North,Furniture,Sofa,6,1460,8760,2030.56
2025-01-08,North,Electronics,Smartwatch,1,6785,6785,2298.31
2025-01-09,East,Clothing,Jacket,8,1341,10728,2743.26
2025-01-09,East,Groceries,Rice,4,8159,32636,7928.31
2025-01-09,West,Clothing,Jeans,7,11642,81494,4371.91
2025-01-10,East,Furniture,Sofa,5,14727,73635,16509.68
2025-01-10,South,Stationery,Marker,4,15139,60556,7669.3
2025-01-10,West,Groceries,Rice,5,16673,83365,6553.18
2025-01-11,West,Groceries,Snacks,6,11977,71862,15018.98
2025-01-12,East,Clothing,Shoes,9,10626,95634,20108.59
2025-01-12,West,Stationery,Marker,7,8157,57099,3936.52
2025-01-12,South,Groceries,Oil,1,4414,4414,1245.62
2025-01-12,East,Groceries,Oil,6,13582,81492,12284.5
2025-01-13,East,Stationery,Pen,9,19683,177147,54726.2
2025-01-13,West,Furniture,Table,9,14260,128340,29067.98
2025-01-14,East,Stationery,Pen,6,13162,78972,22126.67
2025-01-14,East,Electronics,Mobile,6,10267,61602,10444.23
2025-01-14,West,Clothing,Shirt,2,2260,4520,1366.46
2025-01-14,West,Stationery,Marker,1,3335,3335,1059.09
2025-01-15,West,Groceries,Rice,3,17915,53745,5966.98
2025-01-15,South,Electronics,Smartwatch,1,2313,2313,160.9
2025-01-15,South,Stationery,Marker,3,710,2130,192.11
2025-01-15,South,Electronics,Mobile,4,7043,28172,3298.4
2025-01-15,South,Furniture,Sofa,6,5449,32694,11385.42
2025-01-15,East,Electronics,Smartwatch,5,4091,20455,3526.21
2025-01-16,East,Electronics,Smartwatch,1,14517,14517,1337.77
2025-01-16,North,Electronics,Smartwatch,3,10978,32934,8986.02
2025-01-17,South,Clothing,Jeans,3,13586,40758,12570.8
2025-01-17,North,Clothing,Jacket,9,9471,85239,23158.05
2025-01-17,East,Furniture,Table,6,7411,44466,2760.7
2025-01-17,West,Groceries,Rice,7,9914,69398,6910.14
2025-01-19,North,Groceries,Beverages,7,1500,10500,3310.25
2025-01-19,East,Stationery,Pen,6,14029,84174,24736.93
2025-01-21,North,Furniture,Chair,3,2482,7446,1457.93
2025-01-21,East,Stationery,Notebook,9,4093,36837,9836.7
2025-01-21,East,Groceries,Beverages,4,4022,16088,1151.01
2025-01-21,South,Furniture,Chair,8,11920,95360,23090.95
2025-01-21,East,Stationery,Marker,2,2098,4196,1447.86
2025-01-21,South,Electronics,Smartwatch,4,13028,52112,9861.08
2025-01-22,South,Electronics,Laptop,5,7269,36345,2117.5
2025-01-22,South,Electronics,Mobile,1,10615,10615,2785.21
2025-01-22,East,Electronics,Smartwatch,3,6208,18624,5882.42
2025-01-22,North,Furniture,Table,4,16146,64584,10213.47
2025-01-23,East,Stationery,Files,9,17978,161802,20062.95
2025-01-23,North,Groceries,Rice,4,4333,17332,4336.46
2025-01-23,West,Groceries,Oil,7,3739,26173,3844.73
2025-01-23,East,Furniture,Bookshelf,4,833,3332,319.11
2025-01-24,South,Furniture,Table,3,4309,12927,962.92
2025-01-24,South,Stationery,Marker,2,5379,10758,1715.25
2025-01-25,North,Groceries,Oil,4,4954,19816,2576.3
2025-01-25,South,Stationery,Notebook,7,3821,26747,5536.3
2025-01-25,North,Stationery,Files,9,19715,177435,24614.82
2025-01-26,North,Furniture,Chair,9,2442,21978,5599.55
2025-01-26,West,Groceries,Oil,5,15734,78670,26235.2
2025-01-26,East,Stationery,Marker,9,6995,62955,12398.09
2025-01-26,East,Clothing,Jeans,8,9968,79744,9777.69
2025-01-27,West,Furniture,Table,3,16134,48402,15427.12
2025-01-27,North,Furniture,Table,1,5884,5884,725.86
2025-01-27,North,Stationery,Marker,3,5257,15771,3332.01
2025-01-27,East,Stationery,Files,4,3888,15552,2103.98
2025-01-27,West,Furniture,Chair,7,646,4522,1274.59
2025-01-27,North,Furniture,Bookshelf,9,2595,23355,1837.18
2025-01-28,East,Clothing,Jacket,8,7591,60728,8054.6
2025-01-29,West,Furniture,Chair,3,2790,8370,1659.33
2025-01-30,North,Groceries,Oil,1,12255,12255,3582.27
2025-01-30,South,Electronics,Headphones,6,11626,69756,10526.44
2025-01-30,East,Stationery,Pen,7,11592,81144,13518.79
2025-01-30,South,Groceries,Snacks,3,4737,14211,1088.42
2025-01-31,North,Electronics,Smartwatch,4,8404,33616,11385.91
2025-01-31,West,Clothing,Jacket,6,13023,78138,14488.89
2025-01-31,South,Groceries,Snacks,9,19821,178389,34194.41
2025-02-02,West,Clothing,Shirt,9,529,4761,1491.37
2025-02-02,North,Furniture,Bookshelf,8,6896,55168,7652.27
2025-02-02,East,Clothing,Jacket,3,19050,57150,8938.25
2025-02-03,East,Clothing,Jeans,5,5175,25875,5727.8
2025-02-03,West,Clothing,Shirt,4,689,2756,616.36
2025-02-03,South,Groceries,Beverages,5,2460,12300,3212.44
2025-02-04,North,Stationery,Pen,6,15155,90930,18593.37
2025-02-04,West,Electronics,Headphones,2,17722,35444,11418.59
2025-02-04,South,Stationery,Notebook,5,18240,91200,24188.16
2025-02-04,South,Stationery,Notebook,2,15981,31962,7516.79
2025-02-04,North,Electronics,Headphones,4,8060,32240,6380.13
2025-02-05,South,Stationery,Marker,2,4549,9098,1653.19
2025-02-05,West,Stationery,Files,4,19881,79524,21761.82
2025-02-05,West,Electronics,Laptop,5,3624,18120,4457.28
2025-02-05,South,Clothing,Shirt,1,4870,4870,977.97
2025-02-05,West,Stationery,Marker,2,3447,6894,698.54
2025-02-06,East,Clothing,Jeans,9,13883,124947,42315.03
2025-02-06,West,Furniture,Chair,6,5131,30786,2286.05
2025-02-06,East,Clothing,Shirt,1,4875,4875,1195.64
2025-02-06,South,Stationery,Pen,4,1067,4268,1129.37
2025-02-07,East,Stationery,Pen,4,16671,66684,6114.3
2025-02-08,North,Groceries,Rice,5,6189,30945,10024.62
2025-02-08,South,Furniture,Table,4,1280,5120,851.47
2025-02-08,East,Clothing,Jeans,6,3271,19626,1199.82
2025-02-08,South,Clothing,Jacket,9,2359,21231,6053.76
2025-02-08,North,Electronics,Laptop,5,19536,97680,9870.15
2025-02-09,South,Stationery,Files,6,13628,81768,23433.44
2025-02-09,North,Stationery,Notebook,3,4946,14838,3913.97
2025-02-10,South,Groceries,Rice,5,1924,9620,2626.52
2025-02-10,North,Furniture,Sofa,9,3864,34776,2060.73
2025-02-11,South,Groceries,Oil,6,9635,57810,7672.31
2025-02-11,East,Clothing,Jeans,9,5397,48573,8226.58
2025-02-12,North,Electronics,Mobile,6,2305,13830,741.93
2025-02-12,South,Groceries,Beverages,5,1207,6035,369.46
2025-02-12,East,Furniture,Sofa,4,6499,25996,3043.05
2025-02-12,North,Furniture,Chair,9,9662,86958,16871.09
2025-02-12,East,Groceries,Rice,5,17709,88545,21766.83
2025-02-13,South,Clothing,Shoes,3,16595,49785,4756.09
2025-02-13,East,Furniture,Chair,3,19732,59196,3836.19
2025-02-13,East,Clothing,Shirt,5,12872,64360,19524.02
2025-02-13,North,Clothing,Shoes,3,2043,6129,1058.89
2025-02-14,West,Clothing,Jacket,4,993,3972,498.64
2025-02-14,South,Groceries,Beverages,3,17871,53613,16168.96
2025-02-14,South,Clothing,Jeans,3,9863,29589,5022.73
2025-02-14,North,Electronics,Mobile,1,4831,4831,1020.67
2025-02-15,South,Clothing,Shirt,2,919,1838,249.44
2025-02-15,North,Clothing,Jacket,1,415,415,111.01
2025-02-15,North,Stationery,Marker,9,16959,152631,36819.73
2025-02-15,East,Groceries,Oil,6,11622,69732,9207.58
2025-02-16,North,Groceries,Rice,3,12716,38148,10287.21
2025-02-16,South,Clothing,Shirt,7,15557,108899,22180.35
2025-02-16,North,Furniture,Table,8,3416,27328,4894.31
2025-02-17,South,Electronics,Headphones,9,13796,124164,23312.63
2025-02-17,East,Electronics,Smartwatch,7,4863,34041,10985.09
2025-02-17,South,Stationery,Pen,3,1942,5826,1276.46
2025-02-17,North,Groceries,Rice,8,15776,126208,22016.69
2025-02-18,West,Stationery,Files,6,15720,94320,8464.39
2025-02-18,North,Clothing,Jacket,2,18491,36982,6802.19
2025-02-18,East,Clothing,Shoes,4,5457,21828,2332.69
2025-02-18,East,Furniture,Sofa,9,16571,149139,31154.42
2025-02-18,West,Furniture,Chair,4,4039,16156,3810.52
2025-02-19,West,Electronics,Headphones,5,19109,95545,22360.74
2025-02-19,South,Clothing,Shoes,3,17772,53316,8699.87
2025-02-19,East,Clothing,Jacket,4,18460,73840,11954.69
2025-02-19,South,Groceries,Rice,2,14999,29998,5675.49
2025-02-19,South,Clothing,Jacket,6,15883,95298,15785.27
2025-02-20,West,Furniture,Sofa,2,2282,4564,689.01
2025-02-20,West,Clothing,Jacket,6,9183,55098,19108.25
2025-02-20,South,Stationery,Files,5,2866,14330,4209.92
2025-02-20,North,Electronics,Smartwatch,6,19656,117936,34060.18
2025-02-21,East,Groceries,Oil,3,17978,53934,7289.52
2025-02-22,West,Electronics,Smartwatch,7,12148,85036,27249.43
2025-02-23,South,Electronics,Laptop,6,8567,51402,12824.71
2025-02-23,East,Furniture,Table,1,1484,1484,106.95
2025-02-23,North,Clothing,Jacket,8,2103,16824,5727.0
2025-02-23,North,Stationery,Notebook,4,6986,27944,7381.97
2025-02-23,North,Clothing,Jeans,6,5433,32598,10069.13
2025-02-23,East,Electronics,Laptop,6,4862,29172,3448.68
2025-02-24,East,Furniture,Sofa,8,6228,49824,2577.46
2025-02-24,North,Furniture,Bookshelf,5,18801,94005,13771.83
2025-02-25,South,Electronics,Mobile,3,14279,42837,3260.12
2025-02-25,North,Clothing,Jeans,2,6440,12880,3370.29
2025-02-25,North,Clothing,Jeans,7,3390,23730,5208.4
2025-02-25,South,Groceries,Snacks,8,2138,17104,5769.16
2025-02-25,South,Furniture,Chair,2,17261,34522,1733.84
2025-02-26,North,Electronics,Laptop,5,14221,71105,10135.36
2025-02-27,South,Stationery,Notebook,1,18363,18363,2753.09
2025-02-27,West,Clothing,Shoes,7,19800,138600,25297.82
2025-02-27,North,Clothing,Shoes,4,6008,24032,4925.88
2025-02-27,South,Groceries,Snacks,1,19095,19095,6056.93
2025-02-27,East,Electronics,Smartwatch,9,13007,117063,33721.31
2025-02-27,North,Furniture,Bookshelf,5,9617,48085,10670.67
2025-02-28,North,Electronics,Headphones,7,7362,51534,11937.58
2025-02-28,North,Electronics,Mobile,4,15552,62208,18984.94
2025-02-28,East,Stationery,Pen,1,6419,6419,1974.67
2025-02-28,South,Stationery,Notebook,4,2793,11172,3501.69
2025-02-28,East,Stationery,Pen,4,11532,46128,6309.07
2025-02-28,East,Furniture,Chair,5,18476,92380,32075.61
2025-03-01,South,Groceries,Oil,5,4609,23045,6909.67
2025-03-01,North,Stationery,Marker,6,9069,54414,17345.29
2025-03-02,North,Furniture,Bookshelf,7,12944,90608,7210.43
2025-03-02,North,Stationery,Pen,8,1389,11112,1069.47
2025-03-02,West,Electronics,Headphones,8,8477,67816,15660.02
2025-03-03,South,Furniture,Bookshelf,3,10958,32874,4729.22
2025-03-04,North,Stationery,Notebook,4,1341,5364,1261.93
2025-03-04,North,Stationery,Marker,5,8871,44355,13358.45
2025-03-04,West,Clothing,Jeans,6,19722,118332,33962.36
2025-03-06,South,Clothing,Jeans,5,17352,86760,14540.14
2025-03-06,South,Furniture,Chair,4,2535,10140,2458.69
2025-03-06,West,Electronics,Mobile,5,17557,87785,29645.63
2025-03-06,North,Electronics,Mobile,5,16411,82055,23348.52
2025-03-07,East,Groceries,Snacks,2,1692,3384,698.57
2025-03-08,West,Electronics,Headphones,1,6611,6611,1763.23
2025-03-08,West,Electronics,Smartwatch,2,9444,18888,4532.24
2025-03-08,East,Groceries,Oil,3,16979,50937,11534.06
2025-03-09,East,Electronics,Mobile,5,17395,86975,18556.93
2025-03-09,North,Electronics,Smartwatch,8,18682,149456,21179.51
2025-03-10,East,Groceries,Beverages,6,2565,15390,4370.58
2025-03-11,South,Clothing,Shirt,5,14171,70855,19143.01
2025-03-11,North,Clothing,Jacket,6,17632,105792,26436.58
2025-03-12,North,Groceries,Oil,3,9093,27279,2045.31
2025-03-12,West,Stationery,Files,1,16869,16869,1076.87
2025-03-12,East,Groceries,Beverages,7,5133,35931,10276.72
2025-03-12,East,Stationery,Pen,4,6285,25140,3414.69
2025-03-13,North,Electronics,Smartwatch,3,18132,54396,3667.79
2025-03-13,East,Stationery,Files,9,10945,98505,13231.4
2025-03-13,North,Furniture,Sofa,7,9060,63420,7152.91
2025-03-13,West,Furniture,Sofa,8,11613,92904,24228.63
2025-03-13,South,Groceries,Oil,9,9006,81054,27632.69
2025-03-13,South,Clothing,Jacket,1,17661,17661,6011.67
2025-03-14,East,Furniture,Chair,1,17066,17066,5303.74
2025-03-14,North,Furniture,Table,6,2268,13608,2421.54
2025-03-14,West,Groceries,Rice,1,6473,6473,1235.96
2025-03-15,South,Groceries,Rice,7,18010,126070,16850.72
2025-03-16,South,Stationery,Files,1,14489,14489,3908.18
2025-03-16,North,Electronics,Mobile,2,3367,6734,1535.66
2025-03-17,South,Electronics,Headphones,8,18325,146600,47157.5
2025-03-17,West,Furniture,Sofa,2,7566,15132,2631.94
2025-03-18,North,Stationery,Pen,5,17168,85840,27358.01
2025-03-18,North,Clothing,Jacket,4,9570,38280,4312.59
2025-03-18,North,Groceries,Rice,6,18018,108108,14742.02
2025-03-18,West,Furniture,Bookshelf,9,955,8595,2589.17
2025-03-18,South,Clothing,Shirt,5,18044,90220,7265.84
2025-03-18,South,Stationery,Files,9,19894,179046,39539.28
2025-03-19,East,Furniture,Bookshelf,1,11320,11320,2865.5
2025-03-19,East,Stationery,Files,2,14600,29200,1608.23
2025-03-19,North,Clothing,Shirt,6,2615,15690,2179.41
2025-03-19,North,Electronics,Laptop,5,18305,91525,22361.02
2025-03-19,South,Electronics,Headphones,8,17332,138656,30337.47
2025-03-20,East,Furniture,Sofa,6,18625,111750,22330.95
2025-03-20,West,Furniture,Bookshelf,4,9867,39468,3003.98
2025-03-20,East,Electronics,Smartwatch,1,17311,17311,5829.43
2025-03-21,South,Groceries,Oil,3,18233,54699,13571.7
2025-03-21,East,Stationery,Pen,2,11160,22320,4288.39
2025-03-22,West,Groceries,Beverages,9,11092,99828,30582.77
2025-03-22,North,Groceries,Oil,7,17346,121422,35835.35
2025-03-22,East,Clothing,Shoes,2,11399,22798,7020.79
2025-03-23,East,Groceries,Snacks,1,9646,9646,2140.88
2025-03-24,West,Furniture,Sofa,4,16535,66140,7436.24
2025-03-25,West,Electronics,Smartwatch,2,9201,18402,4576.79
2025-03-25,South,Furniture,Bookshelf,2,5324,10648,616.63
2025-03-25,South,Clothing,Jacket,2,8988,17976,4278.85
2025-03-25,South,Groceries,Snacks,9,11548,103932,18109.35
2025-03-25,East,Electronics,Mobile,1,15123,15123,4439.24
2025-03-27,East,Electronics,Laptop,5,17309,86545,25628.4
2025-03-27,West,Electronics,Laptop,6,19022,114132,27355.69
2025-03-27,East,Groceries,Snacks,1,17078,17078,4853.91
2025-03-27,East,Furniture,Chair,4,3690,14760,788.56
2025-03-28,North,Clothing,Jeans,3,6255,18765,1060.0
2025-03-28,West,Clothing,Shoes,7,13972,97804,22714.15
2025-03-28,North,Clothing,Jacket,6,11625,69750,7946.72
2025-03-29,West,Electronics,Smartwatch,1,4030,4030,539.14
2025-03-30,North,Clothing,Jeans,9,7621,68589,6346.7
2025-03-30,South,Groceries,Beverages,5,18407,92035,23289.09
2025-03-30,North,Furniture,Chair,5,19265,96325,17012.04
2025-03-30,West,Furniture,Table,8,14498,115984,32986.65
2025-03-31,South,Electronics,Mobile,6,6076,36456,11825.78
2025-03-31,South,Clothing,Shirt,5,13745,68725,10397.03
2025-04-01,North,Electronics,Headphones,4,4744,18976,4772.66
2025-04-01,South,Stationery,Files,6,9546,57276,17981.6
2025-04-02,West,Electronics,Laptop,9,19392,174528,57904.56
2025-04-02,North,Furniture,Table,5,17006,85030,22911.24
2025-04-02,South,Clothing,Jeans,1,14622,14622,5025.28
2025-04-03,West,Furniture,Table,1,8947,8947,1885.05
2025-04-03,East,Groceries,Oil,7,18943,132601,38192.03
2025-04-04,East,Clothing,Shirt,8,8466,67728,4046.15
2025-04-04,North,Groceries,Oil,4,5982,23928,3085.13
2025-04-04,West,Groceries,Rice,9,7694,69246,4765.28
2025-04-05,South,Groceries,Snacks,1,7318,7318,1901.79
2025-04-05,South,Groceries,Snacks,1,9507,9507,1150.72
2025-04-06,North,Groceries,Beverages,7,18948,132636,20269.34
2025-04-06,South,Stationery,Pen,4,5809,23236,6603.78
2025-04-06,South,Electronics,Headphones,8,17265,138120,8071.24
2025-04-06,West,Groceries,Oil,5,19747,98735,33686.41
2025-04-07,South,Groceries,Oil,6,17525,105150,18296.39
2025-04-08,North,Groceries,Snacks,5,9081,45405,7743.28
2025-04-08,West,Stationery,Marker,4,6746,26984,7106.1
2025-04-08,North,Groceries,Rice,5,16723,83615,19765.56
2025-04-08,West,Stationery,Marker,2,2540,5080,1587.68
2025-04-08,East,Clothing,Jeans,9,14474,130266,25156.25
2025-04-10,West,Groceries,Oil,9,9184,82656,16019.26
2025-04-10,East,Electronics,Mobile,1,13950,13950,704.2
2025-04-10,North,Furniture,Chair,4,16121,64484,7354.62
2025-04-10,North,Clothing,Jeans,9,17542,157878,48200.33
2025-04-10,North,Groceries,Beverages,9,17968,161712,10103.57
2025-04-11,North,Groceries,Oil,9,10532,94788,18189.0
2025-04-11,West,Furniture,Chair,7,2396,16772,4646.46
2025-04-11,East,Electronics,Smartwatch,9,14510,130590,25221.23
2025-04-11,North,Stationery,Files,1,19625,19625,3459.28
2025-04-11,South,Groceries,Oil,7,16684,116788,27078.54
2025-04-11,East,Electronics,Smartwatch,9,1715,15435,4925.29
2025-04-11,South,Furniture,Sofa,5,6247,31235,7326.75
2025-04-11,North,Stationery,Notebook,4,9380,37520,9071.54
2025-04-12,East,Groceries,Rice,8,17485,139880,25672.46
2025-04-12,East,Furniture,Sofa,9,10601,95409,10021.35
2025-04-13,East,Groceries,Rice,9,1262,11358,878.68
2025-04-14,South,Furniture,Bookshelf,6,19159,114954,12722.68
2025-04-15,North,Furniture,Chair,9,6518,58662,5871.24
2025-04-15,North,Electronics,Mobile,6,1008,6048,1496.18
2025-04-16,West,Clothing,Shirt,7,1254,8778,1756.4
2025-04-18,East,Electronics,Headphones,3,11661,34983,5289.4
2025-04-18,South,Electronics,Mobile,4,7560,30240,8993.89
2025-04-18,North,Electronics,Headphones,4,16023,64092,12339.79
2025-04-19,North,Furniture,Sofa,3,17789,53367,5492.32
